Movie Name,Genre,Ratings,Voting Counts,Duration
Pyaar Prema Pei,Fantasy,,,45.0
Donde Duermen los Sueños,Fantasy,,,76.0
Angkunon Tika,Fantasy,,,90.0
Achappa's Album,Fantasy,6.6,7.0,121.0
Swipe Wrong,Fantasy,,,
Tycoon,Fantasy,4.6,17.0,89.0
Etheric Realms of the Night (The Complete Album Film),Fantasy,,,51.0
No quieras olvidarme,Fantasy,,,81.0
Da Xi Yang,Fantasy,,,102.0
A Storm of Syndicates,Fantasy,,,
The Tropic Sun and His Eyes,Fantasy,8.3,6.0,
Epic REDD Recordz,Fantasy,,,70.0
The Wandering Creature (and Other Tales),Fantasy,,,
Machiavelli Story of yum66,Fantasy,,,
B.M.Ts Plan B 2,Fantasy,,,67.0
Mu-Ki-Ra,Fantasy,,,
Mahadev Tak Ka Safar,Fantasy,8.5,7.0,
Hell & Heaven,Fantasy,,,65.0
Las Mantis,Fantasy,,,
Edifício Bonfim,Fantasy,,,90.0
Mismantler,Fantasy,,,79.0
Archival,Fantasy,,,
Days of future: Minecraft,Fantasy,,,92.0
Tales of the Monkey Mountain,Fantasy,,,74.0
Monarque,Fantasy,,,
The East,Fantasy,,,56.0
Jesus Is King Part One the King Is Born,Fantasy,,,190.0
Seasons,Fantasy,,,
Les Écorchés - Partie 3,Fantasy,,,113.0
Ane fuera de la caverna,Fantasy,,,
Fantasy Football,Fantasy,,,
Mudville,Fantasy,,,87.0
An LA Christmas Story,Fantasy,,,100.0
Nostalgia de un futuro que no pudo ser,Fantasy,,,61.0
The Shape of Invisible Skies,Fantasy,8.4,9.0,118.0
Detrimentum Part I,Fantasy,,,110.0
LEGO Spider-Man: Maximum Carnage (AI Film),Fantasy,,,
Colores Perdidos,Fantasy,,,
The Wizard's Endearment,Fantasy,7.8,6.0,95.0
Dream Machine: AHRIMAN,Fantasy,,,119.0
Diari Hitam: Lembaran Baru Liriell,Fantasy,,,
A Vast Algorithm of Humanity: The Movie,Fantasy,,,129.0
The Enchanting Cranium Mystery,Fantasy,,,79.0
A Knife of the Weapon Gleams with Blood,Fantasy,,,95.0
The Legend of Morgana,Fantasy,,,
Starlight,Fantasy,,,85.0
Hidden Secrets: The Movie,Fantasy,,,
SnowBorn Saga: The Witches' Reckoning,Fantasy,,,
Belleza Natural,Fantasy,,,75.0
