Movie Name,Genre,Ratings,Voting Counts,Duration
Debt to the Dead,Crime,,,
The Price of Trust,Crime,,,45.0
The Danger of Unconditional Love,Crime,,,
Hit a Lick: The Book of Mack,Crime,,,51.0
Tsumi no Toge,Crime,,,91.0
Gamskrimi,Crime,,,115.0
How the Lonely Keep,Crime,,,
DMX Grandad: The Reckoning,Crime,8.9,12.0,246.0
Lemons,Crime,5.4,7.0,751.0
Hype,Crime,,,92.0
$tackola Kingz,Crime,,,80.0
Queens of Dope City,Crime,,,72.0
Cold Nights,Crime,,,64.0
Lakesville,Crime,,,
Voluntarily Bald,Crime,,,60.0
Dabesh,Crime,8.1,10.0,
L'affaire Boulin,Crime,,,90.0
The Sermon,Crime,,,95.0
Clint Cole: The Search for Kristin Smart,Crime,,,94.0
Blind Tiez,Crime,,,
Asurana Kaiyalli Parijata,Crime,7.0,104.0,
The Cycle of Hatred Part 2,Crime,,,120.0
Metal Duro,Crime,,,66.0
Ebony,Crime,,,62.0
Muga Naga,Crime,,,110.0
Trigger: The Rebel of Law,Crime,,,
Rapid Karma 2 Redemption,Crime,,,51.0
In the Shadow of the Gallows,Crime,,,60.0
YN'z,Crime,,,70.0
Everything Glamouring,Crime,,,77.0
Corbin,Crime,,,
Thin Line,Crime,,,
Too Close to Home: The Leroy Jones Case,Crime,,,
Shadow Empire - Inside the Narco Frontline,Crime,,,54.0
Call of Living Willie,Crime,,,83.0
Kalla Nottu,Crime,,,46.0
Tanto il Finale lo Conosciamo,Crime,,2026.0,48.0
"Sometime the Wolf, or, the Meanness of the Blue at Dawn",Crime,,,
Confined,Crime,,,
Il Grande Piano Delle Fosse,Crime,,,
Nicotine (Part-1),Crime,,,50.0
Bad Market,Crime,,,
6 Weeks,Crime,,,
Turning the Chapter,Crime,,,
United Nations,Crime,,,
